# Time,Mouse_x,Mouse_y,Target_x,Target_y
8.482100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.482600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.483100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.483600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.484100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.484700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.485100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.485600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.486100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.486600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.487200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.487600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.488100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.488600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.489100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.489600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.490100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.490600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.491100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.491600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
8.492100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
