# Time,Mouse_x,Mouse_y,Target_x,Target_y
7.245300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.245700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.246200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.246800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.247200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.247700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.248200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.248800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.249300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.249800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.250400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.250900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.251400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.252000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.252500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.253000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.253500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.254000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.254600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.255100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.255600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.256100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.256600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.257200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.257600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.258200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.258700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.259300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.259800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.260300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.260900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.261400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.261900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.262500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.263000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.263600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.264100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.264600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.265100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.265700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.266200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.266800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.267300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.267900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.268400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.268800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.269400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.269800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.270400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.270800000000000000e+04,5.390000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.271300000000000000e+04,5.390000000000000000e+02,2.500000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.271900000000000000e+04,5.370000000000000000e+02,2.520000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.272300000000000000e+04,5.360000000000000000e+02,2.550000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.272800000000000000e+04,5.360000000000000000e+02,2.550000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.273300000000000000e+04,5.330000000000000000e+02,2.580000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.273900000000000000e+04,5.310000000000000000e+02,2.620000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.274300000000000000e+04,5.310000000000000000e+02,2.620000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.274900000000000000e+04,5.290000000000000000e+02,2.680000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.275300000000000000e+04,5.290000000000000000e+02,2.680000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.275900000000000000e+04,5.250000000000000000e+02,2.740000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.276300000000000000e+04,5.230000000000000000e+02,2.760000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
7.276900000000000000e+04,5.230000000000000000e+02,2.760000000000000000e+02,7.730000000000000000e+02,9.730000000000000000e+02
