# Time,Mouse_x,Mouse_y,Target_x,Target_y
1.036840000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.036880000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.036930000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.036990000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037040000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037090000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037140000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037200000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037240000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037290000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037350000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037400000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037450000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037500000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037560000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037600000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037660000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037710000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037760000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037820000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
1.037880000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,4.370000000000000000e+02,6.820000000000000000e+02
