# Time,Mouse_x,Mouse_y,Target_x,Target_y
1.097440000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097500000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097550000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097600000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097650000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097700000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097750000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097800000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097860000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097910000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.097960000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098010000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098060000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098110000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098170000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098220000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098270000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098330000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098370000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098430000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098480000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098540000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
1.098590000000000000e+05,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
