# Time,Mouse_x,Mouse_y,Target_x,Target_y
9.750600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.751100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.751600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.752200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.752600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.753100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.753600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.754200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.754600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.755200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.755600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.756100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.756600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.757200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.757700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.758200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.758800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.759300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.759800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.760300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.760800000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.761300000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.761900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.762400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.762900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.763500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.763900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.764400000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.764900000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.765500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.766000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.766500000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.767000000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.767600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.768200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.768600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.769100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.769600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.770100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.770700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.771100000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.771600000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.772200000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.772700000000000000e+04,5.400000000000000000e+02,2.500000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.773300000000000000e+04,5.400000000000000000e+02,2.470000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.773800000000000000e+04,5.470000000000000000e+02,2.410000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.774300000000000000e+04,5.470000000000000000e+02,2.410000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.774900000000000000e+04,5.630000000000000000e+02,2.350000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.775300000000000000e+04,5.630000000000000000e+02,2.350000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.775800000000000000e+04,5.790000000000000000e+02,2.250000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.776300000000000000e+04,6.090000000000000000e+02,2.140000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.776900000000000000e+04,6.090000000000000000e+02,2.140000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.777300000000000000e+04,6.380000000000000000e+02,2.040000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.777900000000000000e+04,6.670000000000000000e+02,1.940000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.778300000000000000e+04,6.670000000000000000e+02,1.940000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.778900000000000000e+04,6.900000000000000000e+02,1.900000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.779300000000000000e+04,6.900000000000000000e+02,1.900000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.779800000000000000e+04,7.130000000000000000e+02,1.830000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.780400000000000000e+04,7.300000000000000000e+02,1.790000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.780900000000000000e+04,7.300000000000000000e+02,1.790000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.781300000000000000e+04,7.480000000000000000e+02,1.730000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.781900000000000000e+04,7.610000000000000000e+02,1.690000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.782400000000000000e+04,7.610000000000000000e+02,1.690000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.782900000000000000e+04,7.720000000000000000e+02,1.620000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.783400000000000000e+04,7.800000000000000000e+02,1.570000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.783900000000000000e+04,7.800000000000000000e+02,1.570000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.784400000000000000e+04,7.870000000000000000e+02,1.540000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.785000000000000000e+04,7.980000000000000000e+02,1.490000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.785400000000000000e+04,7.980000000000000000e+02,1.490000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.785900000000000000e+04,8.050000000000000000e+02,1.440000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.786400000000000000e+04,8.050000000000000000e+02,1.440000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.786900000000000000e+04,8.070000000000000000e+02,1.420000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.787500000000000000e+04,8.140000000000000000e+02,1.380000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.787900000000000000e+04,8.140000000000000000e+02,1.380000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.788400000000000000e+04,8.210000000000000000e+02,1.340000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.788900000000000000e+04,8.210000000000000000e+02,1.340000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.789400000000000000e+04,8.270000000000000000e+02,1.310000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.790000000000000000e+04,8.360000000000000000e+02,1.260000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.790400000000000000e+04,8.360000000000000000e+02,1.260000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.790900000000000000e+04,8.400000000000000000e+02,1.250000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.791400000000000000e+04,8.460000000000000000e+02,1.240000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.791900000000000000e+04,8.460000000000000000e+02,1.240000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.792400000000000000e+04,8.500000000000000000e+02,1.200000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.792900000000000000e+04,8.500000000000000000e+02,1.200000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.793400000000000000e+04,8.550000000000000000e+02,1.190000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.794000000000000000e+04,8.560000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.794400000000000000e+04,8.560000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.794900000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.795500000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.795900000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.796500000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.796900000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.797400000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.798000000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.798600000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.799000000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.799500000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.800000000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.800500000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.801000000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.801500000000000000e+04,8.570000000000000000e+02,1.180000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.802100000000000000e+04,8.610000000000000000e+02,1.160000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.802600000000000000e+04,8.650000000000000000e+02,1.140000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
9.803100000000000000e+04,8.650000000000000000e+02,1.140000000000000000e+02,9.270000000000000000e+02,9.100000000000000000e+01
